0	1
0	43
1	30
1	72
1	134
2	41
2	65
2	84
2	103
3	16
3	102
4	7
4	120
5	134
6	9
6	33
6	111
6	126
6	128
6	132
7	10
7	46
7	93
7	131
8	52
8	86
9	19
9	70
9	88
10	24
11	26
12	36
13	40
13	61
13	91
13	139
14	66
14	68
14	81
14	93
15	19
15	42
15	88
15	130
16	2
16	51
16	72
16	91
16	102
16	121
18	73
18	80
18	83
18	105
18	120
19	10
19	119
20	82
20	132
21	68
21	80
21	87
21	114
21	133
22	33
22	74
22	128
23	42
23	118
23	123
24	10
24	75
24	102
24	113
25	78
25	89
25	140
25	145
26	59
26	84
27	38
27	126
27	137
28	53
29	19
30	26
31	27
31	81
31	103
31	134
31	144
32	73
32	125
32	137
33	87
33	90
33	106
34	50
34	76
35	24
35	52
35	105
35	134
35	143
36	7
36	32
36	103
36	109
37	96
37	112
38	90
38	107
38	147
40	23
40	36
40	63
40	128
41	36
41	74
41	91
41	122
41	137
42	34
44	9
44	33
44	63
44	129
45	24
46	12
46	31
46	54
46	135
47	25
47	129
47	131
48	89
49	72
50	90
51	56
51	72
51	78
51	115
51	117
52	0
52	27
52	74
52	132
53	28
53	39
53	43
53	110
54	32
55	23
55	99
56	14
56	75
56	105
57	2
57	38
57	43
57	44
57	75
58	59
59	24
59	149
60	59
60	75
60	86
60	99
60	101
60	120
61	7
61	26
61	30
61	136
61	148
62	70
62	76
62	116
62	132
63	60
63	69
63	149
64	24
64	53
65	27
65	99
65	147
66	20
66	96
66	126
67	32
68	38
68	59
68	60
68	75
69	105
69	148
70	12
70	52
70	92
70	96
70	127
71	12
71	33
72	29
72	50
72	85
72	111
73	37
73	79
74	7
75	80
75	94
76	18
76	82
76	103
76	124
77	8
77	146
78	53
78	91
78	113
79	18
79	65
79	78
79	104
80	96
81	43
81	93
82	96
82	122
83	85
83	115
83	134
83	141
83	146
84	135
85	2
85	70
85	104
85	124
86	73
87	88
87	98
87	130
87	148
88	13
88	73
88	90
88	109
89	6
89	83
90	54
90	134
91	28
91	35
91	99
91	114
91	138
91	139
92	90
92	133
93	8
93	53
93	79
93	94
94	68
94	69
94	132
95	68
96	0
96	1
96	26
97	24
97	38
99	22
99	24
99	109
99	147
100	1
100	63
100	75
100	147
102	71
104	21
104	62
106	7
106	11
106	35
106	87
107	50
107	66
108	97
108	103
109	10
109	15
109	113
109	115
110	11
111	101
112	2
113	48
113	136
113	148
114	91
115	7
115	18
115	49
115	101
116	104
116	138
118	57
118	61
119	86
120	39
120	97
120	138
121	27
121	115
122	11
123	79
123	83
123	143
124	122
125	127
126	4
127	57
127	144
129	56
129	136
129	138
130	139
130	147
131	38
131	45
132	45
132	64
132	67
133	27
134	1
134	31
134	117
134	148
135	20
135	34
136	70
137	51
137	63
137	67
137	131
137	147
138	2
138	21
138	55
138	88
138	109
138	144
139	0
139	12
139	80
140	17
140	66
141	37
141	103
142	17
142	33
142	76
143	8
143	114
144	13
144	88
144	89
144	126
145	70
145	143
145	148
146	12
146	22
146	94
146	148
147	117
148	30
149	44
149	66
149	136
