0	14
0	23
1	34
1	47
1	55
1	71
1	72
1	73
2	15
2	29
3	16
3	17
3	22
4	15
4	28
4	51
4	54
4	74
5	36
5	56
5	66
6	57
7	0
7	30
7	63
7	69
8	33
8	50
8	67
9	10
9	52
9	61
10	15
10	31
10	34
10	47
10	63
10	66
11	17
12	9
12	28
12	48
12	61
13	15
13	28
13	68
14	33
14	63
14	72
15	4
15	21
15	29
15	74
17	2
17	28
18	42
18	74
19	6
19	20
19	37
19	62
20	10
20	31
21	73
22	0
22	8
22	40
22	59
23	19
23	49
24	45
24	46
25	2
25	20
25	38
25	44
25	49
25	63
26	19
27	3
27	14
27	47
28	29
29	67
30	15
30	35
31	48
31	69
32	28
32	38
32	47
32	59
33	8
33	18
34	24
34	42
34	51
34	62
35	0
35	6
35	55
35	65
36	12
36	43
36	69
37	12
37	21
37	25
37	63
38	5
38	10
38	12
38	20
38	27
39	67
40	0
40	27
40	41
40	70
41	70
42	38
42	40
43	1
43	18
43	27
43	31
43	33
44	59
44	67
45	18
45	41
46	4
46	29
46	51
47	6
47	10
47	15
47	27
47	55
47	62
48	31
48	58
49	16
49	24
49	45
50	74
51	17
53	18
53	45
53	51
53	70
54	13
54	22
55	62
55	70
56	11
56	25
56	50
56	58
56	62
57	53
57	61
58	1
58	42
58	59
59	1
59	3
59	13
59	30
59	33
60	0
60	51
60	69
61	3
61	24
61	50
62	1
62	17
62	23
62	40
62	58
63	14
63	34
63	67
63	73
64	3
65	6
65	39
65	74
66	32
68	18
68	70
69	40
69	60
70	35
70	36
70	63
71	36
72	9
72	11
73	4
73	47
73	65
74	10
